Resume_Text,Category
"I am a passionate Designer with experience in Wireframing, Adobe XD, Creative, Figma, Sketch, InDesign. I have worked on various projects using these technologies. I am looking for a challenging role. Team player Hardworking",Designer
"I am a passionate Designer with experience in Sketch, UI/UX, Creative, Prototyping, Figma, Wireframing, Adobe XD, Photoshop. I have worked on various projects using these technologies. I am looking for a challenging role. Team player Degree in Computer Science",Designer
"I am a passionate Software Tester with experience in Manual Testing, Regression Testing, Automation, LoadRunner, Test Cases, Bug Tracking, Selenium, QTP. I have worked on various projects using these technologies. I am looking for a challenging role. Team player Degree in Computer Science",Software Tester
"I am a passionate Web Developer with experience in CSS, JavaScript, Vue, Frontend, Backend, Angular, API, Git, Node.js, Flask, React, Django, HTML, REST, SQL. I have worked on various projects using these technologies. I am looking for a challenging role. Problem solving Communication",Web Developer
"I am a passionate Data Analyst with experience in EDA, NumPy, Data Visualization, Pandas, SQL, Power BI, Tableau, Matplotlib, Python, Cleaning, Excel. I have worked on various projects using these technologies. I am looking for a challenging role. Communication Team player",Data Analyst
"I am a passionate Designer with experience in Creative, Sketch, InDesign, Adobe XD, Illustrator, Figma, UI/UX, Photoshop, Prototyping, User Research. I have worked on various projects using these technologies. I am looking for a challenging role. Hardworking Team player",Designer
"I am a passionate Java Developer with experience in Servlets, JSP, OOP, Microservices, JDBC, Maven, Java, J2EE, Spring, Hibernate. I have worked on various projects using these technologies. I am looking for a challenging role. Communication Hardworking",Java Developer
"I am a passionate Designer with experience in Illustrator, Adobe XD, Figma, InDesign, User Research, UI/UX, Wireframing, Prototyping, Creative, Sketch, Photoshop. I have worked on various projects using these technologies. I am looking for a challenging role. Hardworking Team player",Designer
"I am a passionate Java Developer with experience in J2EE, JSP, Spring, Java, Multithreading, JDBC, Hibernate, OOP, Servlets. I have worked on various projects using these technologies. I am looking for a challenging role. Communication Team player",Java Developer
"I am a passionate Python Developer with experience in Scripting, Flask, FastAPI, NumPy, PyTorch. I have worked on various projects using these technologies. I am looking for a challenging role. Problem solving Hardworking",Python Developer
"I am a passionate Software Tester with experience in PyTest, Bug Tracking, Selenium, QTP, LoadRunner. I have worked on various projects using these technologies. I am looking for a challenging role. Communication Problem solving",Software Tester
"I am a passionate Python Developer with experience in Scripting, Pandas, NumPy, Python, TensorFlow, Flask, Django, Automation, PyTorch, FastAPI. I have worked on various projects using these technologies. I am looking for a challenging role. Degree in Computer Science Hardworking",Python Developer
"I am a passionate Web Developer with experience in HTML, Django, REST, Angular, Node.js, Frontend, API, CSS, Flask, SQL, JavaScript, Backend, React. I have worked on various projects using these technologies. I am looking for a challenging role. Problem solving Hardworking",Web Developer
"I am a passionate Java Developer with experience in Maven, Servlets, Multithreading, Gradle, JDBC. I have worked on various projects using these technologies. I am looking for a challenging role. Hardworking Problem solving",Java Developer
"I am a passionate Web Developer with experience in REST, Git, Angular, Backend, API, React, SQL, JavaScript, HTML, Node.js. I have worked on various projects using these technologies. I am looking for a challenging role. Communication Team player",Web Developer
"I am a passionate Designer with experience in UI/UX, Creative, Figma, Adobe XD, User Research. I have worked on various projects using these technologies. I am looking for a challenging role. Degree in Computer Science Problem solving",Designer
"I am a passionate Python Developer with experience in Automation, Django, PyTorch, Python, Pandas, Scripting, TensorFlow, Scikit-learn, NumPy, Keras, Flask. I have worked on various projects using these technologies. I am looking for a challenging role. Hardworking Communication",Python Developer
"I am a passionate Python Developer with experience in Scripting, Pandas, PyTorch, Django, Scikit-learn, Flask. I have worked on various projects using these technologies. I am looking for a challenging role. Communication Hardworking",Python Developer
"I am a passionate Python Developer with experience in NumPy, Scripting, Flask, TensorFlow, Scikit-learn, Pandas, Automation. I have worked on various projects using these technologies. I am looking for a challenging role. Degree in Computer Science Team player",Python Developer
"I am a passionate Software Tester with experience in Bug Tracking, Automation, LoadRunner, JIRA, Test Cases, JUnit, Regression Testing, PyTest, Selenium, QTP. I have worked on various projects using these technologies. I am looking for a challenging role. Hardworking Team player",Software Tester
"I am a passionate Designer with experience in Illustrator, Photoshop, Adobe XD, UI/UX, Sketch. I have worked on various projects using these technologies. I am looking for a challenging role. Team player Problem solving",Designer
"I am a passionate Designer with experience in Photoshop, Prototyping, Figma, Wireframing, InDesign, UI/UX, User Research, Illustrator, Creative, Sketch. I have worked on various projects using these technologies. I am looking for a challenging role. Problem solving Degree in Computer Science",Designer
"I am a passionate Java Developer with experience in Gradle, Spring, Multithreading, JSP, Java, Maven, Hibernate, Microservices. I have worked on various projects using these technologies. I am looking for a challenging role. Problem solving Team player",Java Developer
"I am a passionate Web Developer with experience in API, Angular, SQL, CSS, HTML, Git, Flask, JavaScript, Frontend, Django, React, REST, Node.js. I have worked on various projects using these technologies. I am looking for a challenging role. Hardworking Team player",Web Developer
"I am a passionate Python Developer with experience in TensorFlow, Python, Django, PyTorch, Flask, Automation, NumPy. I have worked on various projects using these technologies. I am looking for a challenging role. Communication Degree in Computer Science",Python Developer
"I am a passionate Web Developer with experience in Node.js, Django, API, React, Angular, REST, Flask, CSS, JavaScript, HTML. I have worked on various projects using these technologies. I am looking for a challenging role. Communication Problem solving",Web Developer
"I am a passionate Python Developer with experience in NumPy, Scripting, Keras, Scikit-learn, FastAPI, Python, Automation, Django, PyTorch. I have worked on various projects using these technologies. I am looking for a challenging role. Degree in Computer Science Communication",Python Developer
"I am a passionate Software Tester with experience in Manual Testing, Test Cases, Automation, PyTest, JIRA, LoadRunner, JUnit, QTP. I have worked on various projects using these technologies. I am looking for a challenging role. Hardworking Team player",Software Tester
"I am a passionate Data Analyst with experience in Tableau, Pandas, Power BI, NumPy, EDA, Data Visualization, Matplotlib, Cleaning. I have worked on various projects using these technologies. I am looking for a challenging role. Degree in Computer Science Hardworking",Data Analyst
"I am a passionate Software Tester with experience in LoadRunner, Regression Testing, JIRA, Test Cases, PyTest, Bug Tracking, JUnit. I have worked on various projects using these technologies. I am looking for a challenging role. Communication Degree in Computer Science",Software Tester
"I am a passionate Data Analyst with experience in Statistics, Matplotlib, Power BI, Tableau, NumPy, Data Visualization, Excel, EDA, Python, SQL, Pandas, Seaborn. I have worked on various projects using these technologies. I am looking for a challenging role. Degree in Computer Science Problem solving",Data Analyst
"I am a passionate Web Developer with experience in Node.js, JavaScript, API, Frontend, SQL, Vue, Django, Backend, Git, CSS, Angular, HTML, REST. I have worked on various projects using these technologies. I am looking for a challenging role. Problem solving Team player",Web Developer
"I am a passionate Software Tester with experience in PyTest, Automation, JUnit, Manual Testing, Selenium, Regression Testing. I have worked on various projects using these technologies. I am looking for a challenging role. Hardworking Communication",Software Tester
"I am a passionate Web Developer with experience in API, React, Backend, Git, Node.js, Django, JavaScript, Frontend, Vue, Flask, REST, HTML, CSS, SQL. I have worked on various projects using these technologies. I am looking for a challenging role. Communication Degree in Computer Science",Web Developer
"I am a passionate Python Developer with experience in TensorFlow, Python, Scikit-learn, Flask, Django, Pandas. I have worked on various projects using these technologies. I am looking for a challenging role. Degree in Computer Science Hardworking",Python Developer
"I am a passionate Web Developer with experience in REST, HTML, Vue, Angular, Git, React, JavaScript, SQL, Flask, Frontend, API, Backend, Django, CSS. I have worked on various projects using these technologies. I am looking for a challenging role. Communication Hardworking",Web Developer
"I am a passionate Designer with experience in Adobe XD, Figma, Photoshop, Sketch, Wireframing, UI/UX, Prototyping, Illustrator, User Research, InDesign, Creative. I have worked on various projects using these technologies. I am looking for a challenging role. Team player Hardworking",Designer
"I am a passionate Data Analyst with experience in Python, Matplotlib, EDA, NumPy, Cleaning, Power BI, SQL, Pandas, Data Visualization, Statistics, Seaborn, Excel. I have worked on various projects using these technologies. I am looking for a challenging role. Hardworking Team player",Data Analyst
"I am a passionate Java Developer with experience in JDBC, J2EE, Microservices, Maven, OOP, Gradle. I have worked on various projects using these technologies. I am looking for a challenging role. Problem solving Degree in Computer Science",Java Developer
"I am a passionate Software Tester with experience in Manual Testing, JIRA, JUnit, PyTest, Test Cases, Regression Testing, Selenium, Automation, Bug Tracking, LoadRunner. I have worked on various projects using these technologies. I am looking for a challenging role. Problem solving Hardworking",Software Tester
"I am a passionate Software Tester with experience in JIRA, Bug Tracking, Regression Testing, Manual Testing, Automation, JUnit, Selenium. I have worked on various projects using these technologies. I am looking for a challenging role. Degree in Computer Science Team player",Software Tester
"I am a passionate Designer with experience in Creative, Wireframing, Adobe XD, Figma, User Research, UI/UX, Prototyping. I have worked on various projects using these technologies. I am looking for a challenging role. Degree in Computer Science Team player",Designer
"I am a passionate Data Analyst with experience in Power BI, EDA, Tableau, Pandas, SQL, Data Visualization, Matplotlib, Python, Seaborn, NumPy, Statistics, Excel, Cleaning. I have worked on various projects using these technologies. I am looking for a challenging role. Team player Hardworking",Data Analyst
"I am a passionate Web Developer with experience in Node.js, CSS, Flask, Git, SQL, JavaScript, REST, API, Backend, HTML, React, Angular, Frontend, Vue, Django. I have worked on various projects using these technologies. I am looking for a challenging role. Problem solving Team player",Web Developer
"I am a passionate Software Tester with experience in Bug Tracking, Selenium, LoadRunner, QTP, JUnit, PyTest, Test Cases. I have worked on various projects using these technologies. I am looking for a challenging role. Degree in Computer Science Hardworking",Software Tester
"I am a passionate Java Developer with experience in Maven, JSP, JDBC, OOP, Servlets. I have worked on various projects using these technologies. I am looking for a challenging role. Team player Communication",Java Developer
"I am a passionate Designer with experience in Figma, Illustrator, InDesign, User Research, Photoshop, UI/UX, Sketch, Creative. I have worked on various projects using these technologies. I am looking for a challenging role. Team player Communication",Designer
"I am a passionate Python Developer with experience in Scikit-learn, Flask, TensorFlow, Scripting, Keras, Automation, Python, PyTorch, Django. I have worked on various projects using these technologies. I am looking for a challenging role. Communication Hardworking",Python Developer
"I am a passionate Software Tester with experience in JUnit, Test Cases, JIRA, Automation, Regression Testing, Selenium, LoadRunner, Bug Tracking. I have worked on various projects using these technologies. I am looking for a challenging role. Hardworking Team player",Software Tester
"I am a passionate Web Developer with experience in Angular, CSS, Flask, Backend, SQL, REST, JavaScript. I have worked on various projects using these technologies. I am looking for a challenging role. Degree in Computer Science Team player",Web Developer
"I am a passionate Python Developer with experience in Scripting, FastAPI, Flask, Django, PyTorch, Scikit-learn, Automation. I have worked on various projects using these technologies. I am looking for a challenging role. Communication Problem solving",Python Developer
"I am a passionate Web Developer with experience in Git, HTML, JavaScript, Angular, SQL, Frontend, Django, Vue, Node.js. I have worked on various projects using these technologies. I am looking for a challenging role. Problem solving Hardworking",Web Developer
"I am a passionate Data Analyst with experience in Excel, Cleaning, EDA, Python, SQL, Seaborn, NumPy, Power BI, Data Visualization, Statistics, Matplotlib, Tableau, Pandas. I have worked on various projects using these technologies. I am looking for a challenging role. Problem solving Degree in Computer Science",Data Analyst
"I am a passionate Python Developer with experience in Keras, Scripting, Python, PyTorch, Automation, FastAPI. I have worked on various projects using these technologies. I am looking for a challenging role. Hardworking Communication",Python Developer
"I am a passionate Software Tester with experience in LoadRunner, Test Cases, JIRA, PyTest, Regression Testing, Selenium. I have worked on various projects using these technologies. I am looking for a challenging role. Problem solving Degree in Computer Science",Software Tester
"I am a passionate Web Developer with experience in HTML, Frontend, CSS, API, React, Git, Flask, JavaScript, Node.js. I have worked on various projects using these technologies. I am looking for a challenging role. Team player Degree in Computer Science",Web Developer
"I am a passionate Data Analyst with experience in SQL, Tableau, Matplotlib, Seaborn, Cleaning, Statistics, Python, Data Visualization, Power BI, NumPy, Excel. I have worked on various projects using these technologies. I am looking for a challenging role. Degree in Computer Science Team player",Data Analyst
"I am a passionate Data Analyst with experience in Excel, EDA, Power BI, Data Visualization, Statistics, SQL, NumPy, Cleaning. I have worked on various projects using these technologies. I am looking for a challenging role. Communication Hardworking",Data Analyst
"I am a passionate Web Developer with experience in Django, Angular, Flask, API, REST, SQL, CSS, Backend, Vue, React, Frontend, HTML, Git, Node.js. I have worked on various projects using these technologies. I am looking for a challenging role. Problem solving Hardworking",Web Developer
"I am a passionate Python Developer with experience in FastAPI, PyTorch, Scripting, Scikit-learn, Pandas. I have worked on various projects using these technologies. I am looking for a challenging role. Degree in Computer Science Hardworking",Python Developer
"I am a passionate Java Developer with experience in Spring, Hibernate, Microservices, OOP, JSP. I have worked on various projects using these technologies. I am looking for a challenging role. Team player Communication",Java Developer
"I am a passionate Web Developer with experience in REST, Vue, CSS, SQL, Backend. I have worked on various projects using these technologies. I am looking for a challenging role. Hardworking Communication",Web Developer
"I am a passionate Python Developer with experience in PyTorch, Scripting, Scikit-learn, FastAPI, Django, TensorFlow, Pandas, Python, Keras, Automation, Flask, NumPy. I have worked on various projects using these technologies. I am looking for a challenging role. Hardworking Problem solving",Python Developer
"I am a passionate Python Developer with experience in TensorFlow, Scripting, Keras, Flask, Scikit-learn, Pandas, Django. I have worked on various projects using these technologies. I am looking for a challenging role. Communication Hardworking",Python Developer
"I am a passionate Data Analyst with experience in Pandas, Tableau, EDA, Power BI, Cleaning, Statistics, Python, Excel, NumPy. I have worked on various projects using these technologies. I am looking for a challenging role. Problem solving Degree in Computer Science",Data Analyst
"I am a passionate Data Analyst with experience in Pandas, Seaborn, Data Visualization, EDA, Tableau, Power BI, Python, Statistics, NumPy, SQL. I have worked on various projects using these technologies. I am looking for a challenging role. Hardworking Communication",Data Analyst
"I am a passionate Python Developer with experience in Automation, Django, Scripting, Keras, FastAPI. I have worked on various projects using these technologies. I am looking for a challenging role. Communication Degree in Computer Science",Python Developer
"I am a passionate Web Developer with experience in Django, Flask, Node.js, SQL, Git, Angular, HTML, Frontend, CSS, API, REST, Vue, Backend, JavaScript, React. I have worked on various projects using these technologies. I am looking for a challenging role. Problem solving Communication",Web Developer
"I am a passionate Designer with experience in Adobe XD, Sketch, Wireframing, UI/UX, InDesign, Creative. I have worked on various projects using these technologies. I am looking for a challenging role. Hardworking Team player",Designer
"I am a passionate Software Tester with experience in Manual Testing, Selenium, Test Cases, Regression Testing, JIRA, PyTest, Automation, LoadRunner, JUnit, QTP, Bug Tracking. I have worked on various projects using these technologies. I am looking for a challenging role. Communication Hardworking",Software Tester
"I am a passionate Java Developer with experience in Gradle, JSP, Hibernate, Servlets, Microservices, Spring, Multithreading, OOP, Java, JDBC. I have worked on various projects using these technologies. I am looking for a challenging role. Hardworking Communication",Java Developer
"I am a passionate Software Tester with experience in LoadRunner, Regression Testing, Bug Tracking, QTP, Test Cases. I have worked on various projects using these technologies. I am looking for a challenging role. Degree in Computer Science Problem solving",Software Tester
"I am a passionate Python Developer with experience in Scikit-learn, TensorFlow, Django, NumPy, FastAPI. I have worked on various projects using these technologies. I am looking for a challenging role. Hardworking Problem solving",Python Developer
"I am a passionate Java Developer with experience in Servlets, OOP, Microservices, Gradle, Multithreading, Hibernate. I have worked on various projects using these technologies. I am looking for a challenging role. Problem solving Team player",Java Developer
"I am a passionate Designer with experience in InDesign, Photoshop, User Research, Figma, Wireframing, Adobe XD, Illustrator, Sketch, Creative, UI/UX, Prototyping. I have worked on various projects using these technologies. I am looking for a challenging role. Problem solving Team player",Designer
"I am a passionate Web Developer with experience in API, React, Vue, Frontend, Git, Node.js, JavaScript, HTML, Django, Angular, CSS. I have worked on various projects using these technologies. I am looking for a challenging role. Communication Team player",Web Developer
"I am a passionate Data Analyst with experience in Cleaning, Python, NumPy, Pandas, Statistics, SQL, Data Visualization, Matplotlib. I have worked on various projects using these technologies. I am looking for a challenging role. Hardworking Communication",Data Analyst
"I am a passionate Web Developer with experience in Flask, JavaScript, REST, Frontend, Node.js, Git, Django, API, Angular, Backend. I have worked on various projects using these technologies. I am looking for a challenging role. Hardworking Problem solving",Web Developer
"I am a passionate Web Developer with experience in JavaScript, Flask, Vue, HTML, CSS, Django, React, REST, Git, API, Angular, Frontend. I have worked on various projects using these technologies. I am looking for a challenging role. Degree in Computer Science Hardworking",Web Developer
"I am a passionate Software Tester with experience in Test Cases, JUnit, JIRA, Bug Tracking, Manual Testing, Regression Testing, QTP, LoadRunner, Automation, Selenium, PyTest. I have worked on various projects using these technologies. I am looking for a challenging role. Problem solving Communication",Software Tester
"I am a passionate Web Developer with experience in JavaScript, HTML, API, Angular, CSS, SQL, Backend, Django, Flask, Frontend, Node.js, Vue, React, REST. I have worked on various projects using these technologies. I am looking for a challenging role. Degree in Computer Science Problem solving",Web Developer
"I am a passionate Python Developer with experience in Scripting, Automation, TensorFlow, Django, PyTorch, Flask, Pandas, FastAPI, Keras. I have worked on various projects using these technologies. I am looking for a challenging role. Communication Team player",Python Developer
"I am a passionate Data Analyst with experience in NumPy, EDA, Matplotlib, Cleaning, Tableau, Data Visualization, Statistics, Excel, Pandas, Seaborn. I have worked on various projects using these technologies. I am looking for a challenging role. Degree in Computer Science Problem solving",Data Analyst
"I am a passionate Web Developer with experience in Frontend, Git, Node.js, Django, Vue, CSS, React, SQL, Angular, Backend, API, JavaScript, Flask, REST, HTML. I have worked on various projects using these technologies. I am looking for a challenging role. Degree in Computer Science Hardworking",Web Developer
"I am a passionate Python Developer with experience in TensorFlow, Scripting, FastAPI, NumPy, Keras, Automation. I have worked on various projects using these technologies. I am looking for a challenging role. Communication Problem solving",Python Developer
"I am a passionate Data Analyst with experience in Excel, Statistics, SQL, Tableau, Data Visualization, Python, Matplotlib, NumPy, Seaborn. I have worked on various projects using these technologies. I am looking for a challenging role. Degree in Computer Science Communication",Data Analyst
"I am a passionate Web Developer with experience in JavaScript, CSS, HTML, Backend, Frontend, Django, Angular, Vue, React, Flask, SQL, Node.js, API, Git, REST. I have worked on various projects using these technologies. I am looking for a challenging role. Degree in Computer Science Problem solving",Web Developer
"I am a passionate Software Tester with experience in LoadRunner, PyTest, Test Cases, Manual Testing, Automation. I have worked on various projects using these technologies. I am looking for a challenging role. Degree in Computer Science Hardworking",Software Tester
"I am a passionate Software Tester with experience in PyTest, JUnit, LoadRunner, Selenium, Automation, Manual Testing, Regression Testing. I have worked on various projects using these technologies. I am looking for a challenging role. Degree in Computer Science Communication",Software Tester
"I am a passionate Java Developer with experience in Java, J2EE, Gradle, Microservices, JDBC, Servlets, Hibernate, Spring. I have worked on various projects using these technologies. I am looking for a challenging role. Problem solving Team player",Java Developer
"I am a passionate Java Developer with experience in OOP, Maven, Java, Spring, Hibernate, Multithreading, Microservices, J2EE, Gradle, JDBC. I have worked on various projects using these technologies. I am looking for a challenging role. Communication Team player",Java Developer
"I am a passionate Data Analyst with experience in Pandas, NumPy, Matplotlib, Seaborn, Excel, Python, Statistics, Cleaning. I have worked on various projects using these technologies. I am looking for a challenging role. Problem solving Hardworking",Data Analyst
"I am a passionate Python Developer with experience in PyTorch, Python, FastAPI, Pandas, Flask, Keras, Automation, Scripting, NumPy, Django. I have worked on various projects using these technologies. I am looking for a challenging role. Degree in Computer Science Team player",Python Developer
"I am a passionate Web Developer with experience in SQL, HTML, API, REST, Git, CSS, JavaScript, Node.js, Frontend, Vue, Angular, Backend, Flask, Django. I have worked on various projects using these technologies. I am looking for a challenging role. Problem solving Communication",Web Developer
"I am a passionate Web Developer with experience in Node.js, Frontend, JavaScript, Django, CSS, HTML, Vue, Angular. I have worked on various projects using these technologies. I am looking for a challenging role. Communication Degree in Computer Science",Web Developer
"I am a passionate Web Developer with experience in Git, Node.js, Frontend, Flask, Vue, Angular, CSS. I have worked on various projects using these technologies. I am looking for a challenging role. Degree in Computer Science Team player",Web Developer
"I am a passionate Data Analyst with experience in SQL, Excel, Matplotlib, Seaborn, Statistics, NumPy. I have worked on various projects using these technologies. I am looking for a challenging role. Degree in Computer Science Communication",Data Analyst
"I am a passionate Java Developer with experience in J2EE, Java, Servlets, Hibernate, Microservices, Maven, Multithreading, JDBC. I have worked on various projects using these technologies. I am looking for a challenging role. Problem solving Communication",Java Developer
"I am a passionate Python Developer with experience in Pandas, NumPy, TensorFlow, PyTorch, Scikit-learn, Automation, Scripting, Django. I have worked on various projects using these technologies. I am looking for a challenging role. Problem solving Team player",Python Developer
"I am a passionate Data Analyst with experience in NumPy, Statistics, Excel, SQL, Python, Tableau, Power BI. I have worked on various projects using these technologies. I am looking for a challenging role. Team player Hardworking",Data Analyst
"I am a passionate Designer with experience in Prototyping, Figma, User Research, Wireframing, Creative, Photoshop. I have worked on various projects using these technologies. I am looking for a challenging role. Degree in Computer Science Hardworking",Designer
"I am a passionate Web Developer with experience in HTML, CSS, SQL, Node.js, React, Frontend, Angular, API, Vue, JavaScript, Django, REST, Git, Flask. I have worked on various projects using these technologies. I am looking for a challenging role. Team player Degree in Computer Science",Web Developer
"I am a passionate Java Developer with experience in JSP, J2EE, Hibernate, Java, JDBC, Microservices, Maven, Spring, Servlets, OOP. I have worked on various projects using these technologies. I am looking for a challenging role. Communication Hardworking",Java Developer
"I am a passionate Software Tester with experience in JIRA, Test Cases, Manual Testing, Bug Tracking, Automation. I have worked on various projects using these technologies. I am looking for a challenging role. Degree in Computer Science Team player",Software Tester
"I am a passionate Data Analyst with experience in SQL, Seaborn, Cleaning, Pandas, Power BI, Data Visualization, Python, Excel, Matplotlib, Statistics. I have worked on various projects using these technologies. I am looking for a challenging role. Degree in Computer Science Team player",Data Analyst
"I am a passionate Python Developer with experience in Flask, Scikit-learn, Python, Automation, Django, Pandas, TensorFlow, NumPy, Scripting, PyTorch, Keras, FastAPI. I have worked on various projects using these technologies. I am looking for a challenging role. Team player Communication",Python Developer
"I am a passionate Python Developer with experience in Django, Flask, NumPy, Python, Automation, PyTorch, Scripting, Pandas, Scikit-learn, Keras. I have worked on various projects using these technologies. I am looking for a challenging role. Hardworking Problem solving",Python Developer
"I am a passionate Designer with experience in Wireframing, Sketch, UI/UX, Photoshop, Prototyping, User Research, Adobe XD, Creative. I have worked on various projects using these technologies. I am looking for a challenging role. Team player Problem solving",Designer
"I am a passionate Python Developer with experience in Scikit-learn, NumPy, PyTorch, Pandas, FastAPI, TensorFlow, Flask, Python, Keras, Scripting, Automation, Django. I have worked on various projects using these technologies. I am looking for a challenging role. Hardworking Communication",Python Developer
"I am a passionate Web Developer with experience in JavaScript, Git, Node.js, Flask, Vue, REST, SQL, Backend, React. I have worked on various projects using these technologies. I am looking for a challenging role. Communication Degree in Computer Science",Web Developer
"I am a passionate Software Tester with experience in Bug Tracking, Test Cases, JUnit, Automation, Selenium, Regression Testing, Manual Testing, PyTest, LoadRunner. I have worked on various projects using these technologies. I am looking for a challenging role. Communication Team player",Software Tester
"I am a passionate Designer with experience in InDesign, Illustrator, UI/UX, Wireframing, Prototyping. I have worked on various projects using these technologies. I am looking for a challenging role. Degree in Computer Science Problem solving",Designer
"I am a passionate Software Tester with experience in Test Cases, Regression Testing, Automation, JUnit, LoadRunner, PyTest, JIRA, Selenium, Manual Testing, Bug Tracking. I have worked on various projects using these technologies. I am looking for a challenging role. Degree in Computer Science Problem solving",Software Tester
"I am a passionate Web Developer with experience in Vue, SQL, API, JavaScript, Backend, Node.js, Flask, Git, Django, Frontend, Angular, HTML, React, CSS. I have worked on various projects using these technologies. I am looking for a challenging role. Problem solving Communication",Web Developer
"I am a passionate Data Analyst with experience in Cleaning, EDA, Matplotlib, Excel, Pandas, Python, Statistics, Power BI, Data Visualization, NumPy, Seaborn, Tableau, SQL. I have worked on various projects using these technologies. I am looking for a challenging role. Communication Problem solving",Data Analyst
"I am a passionate Python Developer with experience in PyTorch, FastAPI, Flask, Keras, Scikit-learn, Scripting, Automation, Django, Python, TensorFlow, NumPy. I have worked on various projects using these technologies. I am looking for a challenging role. Team player Degree in Computer Science",Python Developer
"I am a passionate Java Developer with experience in Servlets, Spring, Hibernate, Gradle, Java, Multithreading. I have worked on various projects using these technologies. I am looking for a challenging role. Problem solving Communication",Java Developer
"I am a passionate Software Tester with experience in QTP, LoadRunner, Manual Testing, PyTest, Bug Tracking, Regression Testing, Selenium, Test Cases, JUnit, JIRA. I have worked on various projects using these technologies. I am looking for a challenging role. Degree in Computer Science Problem solving",Software Tester
"I am a passionate Software Tester with experience in Automation, Test Cases, PyTest, Regression Testing, Selenium, JIRA, QTP, LoadRunner. I have worked on various projects using these technologies. I am looking for a challenging role. Team player Degree in Computer Science",Software Tester
"I am a passionate Java Developer with experience in Maven, Multithreading, Gradle, JDBC, Java, OOP, Spring, Servlets. I have worked on various projects using these technologies. I am looking for a challenging role. Communication Degree in Computer Science",Java Developer
"I am a passionate Data Analyst with experience in Python, Data Visualization, Matplotlib, SQL, Statistics, EDA, Excel, Power BI, NumPy, Tableau, Seaborn. I have worked on various projects using these technologies. I am looking for a challenging role. Hardworking Team player",Data Analyst
"I am a passionate Python Developer with experience in Django, Keras, Scikit-learn, Python, Pandas, Automation, PyTorch, TensorFlow. I have worked on various projects using these technologies. I am looking for a challenging role. Hardworking Team player",Python Developer
"I am a passionate Software Tester with experience in Bug Tracking, JUnit, JIRA, LoadRunner, Manual Testing, Selenium, Test Cases, Regression Testing, QTP, Automation. I have worked on various projects using these technologies. I am looking for a challenging role. Team player Communication",Software Tester
"I am a passionate Python Developer with experience in Automation, TensorFlow, Django, Scripting, Scikit-learn, Flask, NumPy. I have worked on various projects using these technologies. I am looking for a challenging role. Team player Problem solving",Python Developer
"I am a passionate Software Tester with experience in Bug Tracking, Manual Testing, Automation, LoadRunner, Test Cases, Selenium, Regression Testing, JUnit, JIRA, PyTest, QTP. I have worked on various projects using these technologies. I am looking for a challenging role. Degree in Computer Science Problem solving",Software Tester
"I am a passionate Software Tester with experience in JUnit, Test Cases, LoadRunner, Selenium, Regression Testing, QTP, PyTest, Bug Tracking, Manual Testing, JIRA, Automation. I have worked on various projects using these technologies. I am looking for a challenging role. Hardworking Team player",Software Tester
"I am a passionate Designer with experience in Photoshop, Adobe XD, InDesign, Sketch, Wireframing, Figma, Creative, User Research. I have worked on various projects using these technologies. I am looking for a challenging role. Degree in Computer Science Problem solving",Designer
"I am a passionate Designer with experience in InDesign, Illustrator, Wireframing, Sketch, Figma. I have worked on various projects using these technologies. I am looking for a challenging role. Team player Hardworking",Designer
"I am a passionate Designer with experience in Adobe XD, Sketch, InDesign, Photoshop, User Research. I have worked on various projects using these technologies. I am looking for a challenging role. Hardworking Degree in Computer Science",Designer
"I am a passionate Data Analyst with experience in Matplotlib, Power BI, Tableau, EDA, Cleaning. I have worked on various projects using these technologies. I am looking for a challenging role. Hardworking Problem solving",Data Analyst
"I am a passionate Designer with experience in Figma, Illustrator, Creative, UI/UX, Adobe XD, User Research, Sketch, Wireframing, Prototyping, Photoshop, InDesign. I have worked on various projects using these technologies. I am looking for a challenging role. Team player Hardworking",Designer
"I am a passionate Software Tester with experience in Test Cases, Manual Testing, QTP, PyTest, LoadRunner, Bug Tracking, JUnit, Automation. I have worked on various projects using these technologies. I am looking for a challenging role. Communication Degree in Computer Science",Software Tester
"I am a passionate Data Analyst with experience in Pandas, Cleaning, Python, Statistics, EDA, Power BI, Tableau. I have worked on various projects using these technologies. I am looking for a challenging role. Communication Hardworking",Data Analyst
"I am a passionate Web Developer with experience in CSS, Backend, Node.js, Vue, Frontend, HTML. I have worked on various projects using these technologies. I am looking for a challenging role. Communication Team player",Web Developer
"I am a passionate Python Developer with experience in Automation, PyTorch, FastAPI, Scikit-learn, Keras, Django, Pandas, NumPy. I have worked on various projects using these technologies. I am looking for a challenging role. Team player Communication",Python Developer
"I am a passionate Software Tester with experience in Automation, Bug Tracking, Test Cases, JUnit, QTP. I have worked on various projects using these technologies. I am looking for a challenging role. Problem solving Team player",Software Tester
"I am a passionate Designer with experience in Adobe XD, Prototyping, Sketch, Wireframing, InDesign, Creative, User Research, UI/UX, Photoshop. I have worked on various projects using these technologies. I am looking for a challenging role. Team player Degree in Computer Science",Designer
"I am a passionate Java Developer with experience in Spring, J2EE, Multithreading, OOP, Hibernate, Microservices, JDBC, JSP. I have worked on various projects using these technologies. I am looking for a challenging role. Degree in Computer Science Problem solving",Java Developer
